Versuchsteilnehmer 1:
Versuchsteilnehmer 2:
Versuch: 
Startzeit: 29.02.2024 15:42:38
Stoppzeit: 29.02.2024 15:58:24
Probennummer: 
Winkel: 
Frequenz: 
Strom: 
Magnetfeld: 9T
Temperatur: 132.4mV 
Abgleich: 
Kommentar: -2.0054V

Zeit (s)          	B(V)          	U_I(V)          	U_hall(V)          	 Uxx(V)
5,200000000000	0,024260114015	1,732710999118	0,003656759508	5,169671406674
5,300000000000	0,026898625646	1,732696220308	0,003609834578	5,169628183668
5,400000000000	0,029446870908	1,732722273269	0,003603183484	5,169585291279
5,500000000000	0,032191967826	1,732831031891	0,003445892242	5,169671406674
5,600000000000	0,034784013339	1,732821299504	0,003381010006	5,169613011378
5,700000000000	0,037424720549	1,732902402730	0,003312883659	5,169574081181
5,800000000000	0,039848858719	1,732899387984	0,003210055146	5,169565921569
5,900000000000	0,042371927236	1,732953537912	0,002992905029	5,169562806842
6,000000000000	0,044821296121	1,732967285310	0,002748408208	5,169648697392
6,100000000000	0,047251136108	1,733048388536	0,002514832160	5,169694115955
6,200000000000	0,049739370129	1,733139224148	0,002151491640	5,169950406420
6,300000000000	0,052281345014	1,733236908478	0,001791165852	5,170100064847
6,400000000000	0,054840881077	1,733338978984	0,001351577189	5,170324065648
6,500000000000	0,057396556277	1,733443353052	0,000926069379	5,170630931174
6,600000000000	0,060005764699	1,733534911529	0,000368707683	5,170937569584
6,700000000000	0,062615251511	1,733616111115	-0,000236174621	5,171299986596
6,800000000000	0,065129995596	1,733780873547	-0,000951583185	5,171705771644
6,900000000000	0,067737030296	1,733965320727	-0,001709451036	5,172042519087
7,000000000000	0,070438543012	1,734003702611	-0,002514655209	5,172472578569
7,100000000000	0,073075361677	1,734193373361	-0,003453562595	5,172813414092
7,200000000000	0,075416518725	1,734255204534	-0,004382149428	5,173321112697
7,300000000000	0,077893447682	1,734462468333	-0,005483508973	5,173819406124
7,400000000000	0,080514336212	1,734575602426	-0,006671978381	5,174245993988
7,500000000000	0,083215102794	1,734701681888	-0,007892016150	5,174681244688
7,600000000000	0,085887999682	1,734896803321	-0,009177331969	5,175122887069
7,700000000000	0,088474071239	1,735066236793	-0,010562182218	5,175465517785
7,800000000000	0,090896112516	1,735186662796	-0,011968455474	5,175949425396
7,900000000000	0,093294854532	1,735352908592	-0,013407525108	5,176365955291
8,000000000000	0,095716404956	1,735435707046	-0,014924201647	5,176853864357
8,100000000000	0,098116055444	1,735510297031	-0,016513521105	5,177136850317
8,200000000000	0,100675178462	1,735692353699	-0,018270191488	5,177548283419
8,300000000000	0,103063173017	1,735671643704	-0,019888675492	5,177882827528
8,400000000000	0,105574302407	1,735805801856	-0,021697675694	5,178273920488
8,500000000000	0,108024371508	1,735927241750	-0,023532566487	5,178525110275
8,600000000000	0,110479015281	1,735924646187	-0,025349710208	5,178890636515
8,700000000000	0,112853577276	1,735997301830	-0,027301798123	5,179115223936
8,800000000000	0,115138481211	1,736035379385	-0,029198292619	5,179386948863
8,900000000000	0,117439403596	1,736143062797	-0,031179474996	5,179754681370
9,000000000000	0,119693346543	1,736195947389	-0,033143656518	5,179894876550
9,100000000000	0,121990797406	1,736232999048	-0,035168768538	5,180146553016
9,200000000000	0,124438303829	1,736273052800	-0,037342323224	5,180322060121
9,300000000000	0,126800902695	1,736290977432	-0,039386113441	5,180445404625
9,400000000000	0,129246689272	1,736281179183	-0,041493179880	5,180567333227
9,500000000000	0,131709671381	1,736438437844	-0,043659165263	5,180737053428
9,600000000000	0,134083950590	1,736438567622	-0,045842216368	5,180760056988
9,700000000000	0,136474257334	1,736444991640	-0,048017415926	5,180874685448
9,800000000000	0,138812967806	1,736519606609	-0,050185760304	5,180899524750
9,900000000000	0,141220998940	1,736544563918	-0,052516734610	5,180949568687
10,000000000000	0,143673566481	1,736631774828	-0,054803834723	5,181005763561
10,100000000000	0,146218860059	1,736698740349	-0,056965342715	5,181000961690
10,200000000000	0,148615104198	1,736743189362	-0,059247284150	5,181051640901
10,300000000000	0,150897288531	1,736814822353	-0,061468779463	5,181022803716
10,400000000000	0,153317364714	1,736862552807	-0,063768340430	5,181055566756
10,500000000000	0,155706276469	1,736926695652	-0,066040256521	5,180972994033
10,600000000000	0,158067902518	1,736865764816	-0,068367912004	5,181020234066
10,700000000000	0,160307018621	1,736916864958	-0,070647549827	5,181028702231
10,800000000000	0,162748033490	1,736938099258	-0,072952933206	5,181042268816
10,900000000000	0,165185679350	1,736888248878	-0,075267269269	5,181033082317
11,000000000000	0,167676726072	1,736884095978	-0,077669903606	5,181028702231
11,100000000000	0,170109664933	1,736865764816	-0,080021016293	5,181013809941
11,200000000000	0,172559280219	1,736880819080	-0,082372226299	5,181009040514
11,300000000000	0,174932922470	1,736879704935	-0,084751765406	5,181058489733
11,400000000000	0,177272409893	1,736894672896	-0,087055276992	5,181033082317
11,500000000000	0,179571807759	1,736880819080	-0,089329042283	5,181081133477
11,600000000000	0,181990828057	1,736888248878	-0,091725512111	5,181036294379
11,700000000000	0,184405208825	1,736900480468	-0,094087071801	5,181113903005
11,800000000000	0,186731762354	1,736928366870	-0,096310533055	5,181035780449
11,900000000000	0,189118241311	1,736939641022	-0,098791892523	5,181116595947
12,000000000000	0,191440674756	1,736985679817	-0,101132363341	5,181140118628
12,100000000000	0,193708179884	1,737080969417	-0,103542427286	5,181135868323
12,200000000000	0,196008648513	1,737047940880	-0,105877285205	5,181061471760
12,300000000000	0,198491673238	1,737058132033	-0,108200199695	5,180938454950
12,400000000000	0,200854865316	1,737103453480	-0,110563839623	5,180930296311
12,500000000000	0,203126036714	1,737195401292	-0,113004498538	5,180848469825
12,600000000000	0,205406260107	1,737318658081	-0,115346494162	5,180760056988
12,700000000000	0,207684179963	1,737310092724	-0,117742866507	5,180694453041
12,800000000000	0,209936905474	1,737440939263	-0,120067157221	5,180578350602
12,900000000000	0,212243470176	1,737457159909	-0,122490507992	5,180432362353
13,000000000000	0,214618161275	1,737502577716	-0,124897638195	5,180373967054
13,100000000000	0,216985496924	1,737533862683	-0,127275828347	5,180191521894
13,200000000000	0,219349881122	1,737532921792	-0,129687092582	5,179930923031
13,300000000000	0,221531367279	1,737642075266	-0,132083343503	5,179773793143
13,400000000000	0,223863884959	1,737648563524	-0,134591041083	5,179511014297
13,500000000000	0,226186670313	1,737625854620	-0,136874895011	5,179257968000
13,600000000000	0,228561522099	1,737636646971	-0,139256554045	5,178983786332
13,700000000000	0,231104058466	1,737634505631	-0,141631318316	5,178633249717
13,800000000000	0,233498902511	1,737596657459	-0,144028159008	5,178372305966
13,900000000000	0,235922255449	1,737499333587	-0,146399603871	5,177957050509
14,000000000000	0,238251529104	1,737522042490	-0,148748339947	5,177626143816
14,100000000000	0,240609710718	1,737424654378	-0,151201947504	5,177233212196
14,200000000000	0,242936881356	1,737316646520	-0,153650911937	5,176771940538
14,300000000000	0,245226373699	1,737246291519	-0,155947021290	5,176312249605
14,400000000000	0,247672435509	1,737145723518	-0,158347663080	5,175916459252
14,500000000000	0,250043882716	1,737084085066	-0,160667202095	5,175387657388
14,600000000000	0,252429848151	1,736946065040	-0,163121644701	5,174891618564
14,700000000000	0,254750043320	1,736962741531	-0,165467338701	5,174455134951
14,800000000000	0,257132271515	1,736834287128	-0,167836686241	5,173882356386
14,900000000000	0,259516695238	1,736733719127	-0,170178933977	5,173415194009
15,000000000000	0,261862189607	1,736704521965	-0,172634725564	5,172811775940
15,100000000000	0,264192170061	1,736563835972	-0,174928921895	5,172286635838
15,200000000000	0,266523883059	1,736546575479	-0,177293595774	5,171784418507
15,300000000000	0,268824058183	1,736448235769	-0,179684177425	5,171225370384
15,400000000000	0,271150087927	1,736396329704	-0,182045889757	5,170712789451
15,500000000000	0,273469629457	1,736260076284	-0,184404357966	5,170183987604
15,600000000000	0,275797104627	1,736210514985	-0,186787590608	5,169639896341
15,700000000000	0,278238739274	1,736159901511	-0,189185390100	5,169094040392
15,800000000000	0,280574239268	1,736045963766	-0,191508959507	5,168503500763
15,900000000000	0,282854851487	1,735961616411	-0,193815521900	5,168059047683
16,000000000000	0,285103022578	1,735922686862	-0,196151281272	5,167465362183
16,100000000000	0,287453431459	1,735812225874	-0,198549899282	5,166887158826
16,200000000000	0,289815966768	1,735766673747	-0,200985431483	5,166328292412
16,300000000000	0,292126529754	1,735653424151	-0,203411599906	5,165781631187
16,400000000000	0,294501221356	1,735585297441	-0,205805753209	5,165353399029
16,500000000000	0,296788321888	1,735497705956	-0,208222615270	5,164714294977
16,600000000000	0,299143548834	1,735390649698	-0,210545398123	5,164217934979
16,700000000000	0,301579878652	1,735296569956	-0,212936307276	5,163783214459
16,800000000000	0,303987011457	1,735241419762	-0,215259090104	5,163166819693
16,900000000000	0,306361703134	1,735056504406	-0,217633778680	5,162732099176
17,000000000000	0,308759103626	1,735027307245	-0,220047396564	5,162245471733
17,100000000000	0,311140283563	1,734955936406	-0,222473990875	5,161719914095
17,200000000000	0,313505242942	1,734845636018	-0,224832458861	5,161210577375
17,300000000000	0,315776123019	1,734751556276	-0,227268785475	5,160720705753
17,400000000000	0,317982120821	1,734732091502	-0,229682403305	5,160211369035
17,500000000000	0,320253000925	1,734638011760	-0,232105753451	5,159789625257
17,600000000000	0,322484951670	1,734650988276	-0,234558300573	5,159254335079
17,700000000000	0,324762320031	1,734576373308	-0,236955697813	5,158722289085
17,800000000000	0,327175941215	1,734634767631	-0,239336874490	5,158258370934
17,900000000000	0,329586318300	1,734582861566	-0,241769956912	5,157794452784
18,000000000000	0,331941545453	1,734547176147	-0,244183574661	5,157291604441
18,100000000000	0,334355166684	1,734553664405	-0,246616657056	5,156860128122
18,200000000000	0,336629291003	1,734537443760	-0,248994589570	5,156467581998
18,300000000000	0,338984518201	1,734521223115	-0,251417939608	5,156032861498
18,400000000000	0,341278107237	1,734475805308	-0,253799116206	5,155487838784
18,500000000000	0,343561963942	1,734466072921	-0,256280860193	5,155079071749
18,600000000000	0,345894482382	1,734433631631	-0,258684745532	5,154628130339
18,700000000000	0,348291883131	1,734414166856	-0,261075654419	5,154131770371
18,800000000000	0,350796339680	1,734453096405	-0,263489272061	5,153697049877
18,900000000000	0,353216449263	1,734384969695	-0,265945063116	5,153226643374
19,000000000000	0,355516526617	1,734456340534	-0,268397610048	5,152765969421
19,100000000000	0,357725768771	1,734436875760	-0,270801495320	5,152269609459
19,200000000000	0,359824711035	1,734449852276	-0,273179427702	5,151799202960
19,300000000000	0,361965826804	1,734440119889	-0,275469769111	5,151299598817
19,400000000000	0,364308077705	1,734336307760	-0,277977465853	5,150832436504
19,500000000000	0,366647084506	1,734414166856	-0,280365130524	5,150371762557
19,600000000000	0,369041241275	1,734407678598	-0,282759283403	5,149904600246
19,700000000000	0,371253727625	1,734346040147	-0,285185877363	5,149453658850
19,800000000000	0,373505143368	1,734352528405	-0,287593006653	5,149031915100
19,900000000000	0,375792244389	1,734407678598	-0,290026088806	5,148610171350
20,000000000000	0,378157204183	1,734440119889	-0,292404021084	5,148237090342
20,100000000000	0,380551361027	1,734449852276	-0,294765732802	5,147893206979
20,200000000000	0,382841706207	1,734472561179	-0,297231256010	5,147383870300
20,300000000000	0,385130675110	1,734416591761	-0,299616200768	5,146928734412
20,400000000000	0,387423552928	1,734453546086	-0,302053062621	5,146461655170
20,500000000000	0,389836018205	1,734488781824	-0,304423446658	5,146044022867
20,600000000000	0,392184757514	1,734511490727	-0,306859772828	5,145544418742
20,700000000000	0,394501055688	1,734485537695	-0,309221484468	5,145112942453
20,800000000000	0,396825873774	1,734406761067	-0,311632513112	5,144628314002
20,900000000000	0,399118427222	1,734431062023	-0,314017723512	5,144148970531
21,000000000000	0,401420753260	1,734384969695	-0,316397454375	5,143507072066
21,100000000000	0,403863571985	1,734359016663	-0,318837024588	5,142978270306
21,200000000000	0,406358296569	1,734362260792	-0,321159806853	5,142423515086
21,300000000000	0,408596441148	1,734347776903	-0,323550518788	5,141836350813
21,400000000000	0,410861481821	1,734241553496	-0,325869964452	5,141171389104
21,500000000000	0,413157962103	1,734264936921	-0,328254673835	5,140515935750
21,600000000000	0,415441819257	1,734174101308	-0,330642338235	5,139808703961
21,700000000000	0,417761361694	1,734177345437	-0,332978096875	5,139098227992
21,800000000000	0,420137627011	1,734082348163	-0,335330895269	5,138352950796
21,900000000000	0,422488904966	1,734080953048	-0,337725417066	5,137541759174
22,000000000000	0,424745942018	1,733985941824	-0,340030790250	5,136704021325
22,100000000000	0,427023311014	1,733878885566	-0,342405478151	5,135915684991
22,200000000000	0,429485594604	1,733749120405	-0,344663378110	5,135049488283
22,300000000000	0,431800057961	1,733587536564	-0,346996580712	5,134083082389
22,400000000000	0,434122752476	1,733470671350	-0,349317486250	5,133227960166
22,500000000000	0,436431245768	1,733363069051	-0,351696606647	5,132304909978
22,600000000000	0,438857844152	1,733132735890	-0,353977215323	5,131227841436
22,700000000000	0,441083307389	1,733022435504	-0,356348659040	5,130228633277
22,800000000000	0,443321583258	1,732797804146	-0,358609835807	5,129252855329
22,900000000000	0,445640968519	1,732613064966	-0,360977006906	5,128274960995
23,000000000000	0,448022470546	1,732399562733	-0,363307272886	5,127188834465
23,100000000000	0,450329036730	1,732159497186	-0,365617078484	5,126082568316
23,200000000000	0,452732926398	1,731929164026	-0,367949592833	5,125028209090
23,300000000000	0,455147859182	1,731614843972	-0,370216536846	5,123875377471
23,400000000000	0,457547836412	1,731376441533	-0,372565863501	5,122737366766
23,500000000000	0,459746704440	1,731085690486	-0,374856300757	5,121667236339
23,600000000000	0,462105176551	1,730806695393	-0,377250453127	5,120470133127
23,700000000000	0,464437695752	1,730550409202	-0,379537549892	5,119250320648
23,800000000000	0,466721815382	1,730310638578	-0,381875667629	5,118081726932
23,900000000000	0,469069265202	1,730043457838	-0,384148295820	5,116859294208
24,000000000000	0,471397929728	1,729678197271	-0,386489511319	5,115643674956
24,100000000000	0,473617451300	1,729401056060	-0,388860283592	5,114472732567
24,200000000000	0,475902400916	1,729080818774	-0,391196877047	5,113287514033
24,300000000000	0,478213849838	1,728816373109	-0,393547905622	5,112012812670
24,400000000000	0,480487910494	1,728508117591	-0,395814239554	5,110769225808
24,500000000000	0,482785104024	1,728262577357	-0,398145364805	5,109479729190
24,600000000000	0,485081064681	1,727952440056	-0,400513379249	5,108193152638
24,700000000000	0,487370350565	1,727666378546	-0,402872424446	5,106867277987
24,800000000000	0,489630516314	1,727390922506	-0,405164436397	5,105593264832
24,900000000000	0,491919404135	1,727149437839	-0,407515514864	5,104306558530
25,000000000000	0,494277138998	1,726827296062	-0,409840540522	5,103099504866
25,100000000000	0,496596070367	1,726587336289	-0,412143990687	5,101714425154
25,200000000000	0,498909671136	1,726196788133	-0,414411718984	5,100453530550
25,300000000000	0,501361764108	1,725893380155	-0,416708875574	5,099059023948
25,400000000000	0,503787729617	1,725581977520	-0,418943770835	5,097728257303
25,500000000000	0,506175508078	1,725264215757	-0,421247350732	5,096388308715
25,600000000000	0,508461184009	1,724904243655	-0,423408435119	5,095001217465
25,700000000000	0,510932365389	1,724590944313	-0,425707705089	5,093650481566
25,800000000000	0,513309286701	1,724307361570	-0,427928903607	5,092256073329
25,900000000000	0,515652843500	1,723937428998	-0,430198579134	5,090915475885
26,000000000000	0,518008339856	1,723622489911	-0,432532916199	5,089447726261
26,100000000000	0,520265270119	1,723192242952	-0,434698575184	5,087986076322
26,200000000000	0,522578742563	1,722803429285	-0,436932320530	5,086545723982
26,300000000000	0,524883244793	1,722462468061	-0,439125993225	5,085040227166
26,400000000000	0,527122882231	1,721981315632	-0,441247819891	5,083588765014
26,500000000000	0,529395515646	1,721695673960	-0,443444917389	5,082028709264
26,600000000000	0,531725673011	1,721210433521	-0,445635396234	5,080428097205
26,700000000000	0,534072646653	1,720805045891	-0,447816304316	5,078899188416
26,800000000000	0,536339235395	1,720476667958	-0,449949518576	5,077355777348
26,900000000000	0,538705341211	1,720089442455	-0,452123613005	5,075802729788
27,000000000000	0,541126764759	1,719719704556	-0,454258612008	5,074082103524
27,100000000000	0,543468731967	1,719328196376	-0,456379497718	5,072574608854
27,200000000000	0,545871694679	1,718926695280	-0,458646350449	5,071031262411
27,300000000000	0,548116426672	1,718524423303	-0,460792737705	5,069348318857
27,400000000000	0,550400220451	1,718142965143	-0,462948014048	5,067849667778
27,500000000000	0,552769538358	1,717704412392	-0,464993661325	5,066214144976
27,600000000000	0,555083311451	1,717442747235	-0,467068995151	5,064650455541
27,700000000000	0,557484976467	1,717101463195	-0,469253601461	5,063068272440
27,800000000000	0,559847152109	1,716743396572	-0,471316624917	5,061656365542
27,900000000000	0,562230003941	1,716463084569	-0,473444792030	5,060089329767
28,000000000000	0,564576156619	1,716183931810	-0,475502605883	5,058555911625
28,100000000000	0,566906671106	1,715807834788	-0,477636436782	5,057018600090
28,200000000000	0,569239164718	1,715554767434	-0,479687177753	5,055550948099
28,300000000000	0,571616807340	1,715306247506	-0,481788606161	5,054223947047
28,400000000000	0,573979487913	1,715053012738	-0,483954417729	5,052820437328
28,500000000000	0,576169777714	1,714706050908	-0,486050872726	5,051349897763
28,600000000000	0,578508403382	1,714458791126	-0,488142850398	5,050013096717
28,700000000000	0,580862277939	1,714207962446	-0,490287874532	5,048679183291
28,800000000000	0,583071783636	1,713976154697	-0,492422792574	5,047398190675
28,900000000000	0,585353168646	1,713716817115	-0,494547554883	5,046078323057
29,000000000000	0,587655261966	1,713513260119	-0,496556539934	5,044763227792
29,100000000000	0,589888508256	1,713267135897	-0,498790591257	5,043399464961
29,200000000000	0,592141318543	1,713136416876	-0,500901678579	5,042105621225
29,300000000000	0,594322380943	1,712925056970	-0,502988852478	5,040689225081
29,400000000000	0,596598369872	1,712688974332	-0,505272383312	5,039451843216
29,500000000000	0,599019501822	1,712540021484	-0,507344018306	5,038038926178
29,600000000000	0,601223645546	1,712258565167	-0,509518631576	5,036683047548
29,700000000000	0,603469512801	1,712058317515	-0,511626896194	5,035178148818
29,800000000000	0,605650837423	1,711818809059	-0,513759290944	5,033655841710
29,900000000000	0,608029867293	1,711481259067	-0,515814128177	5,032218284327
30,000000000000	0,610393572708	1,711235816182	-0,517970929475	5,030672342651
30,100000000000	0,612671203106	1,710960913661	-0,520066800323	5,029067253666
30,200000000000	0,614997597475	1,710655805282	-0,522204654117	5,027428162285
30,300000000000	0,617365344214	1,710332998087	-0,524312373938	5,025817901915
30,400000000000	0,619744020845	1,709929858880	-0,526387992687	5,023956866652
30,500000000000	0,622128101434	1,709679289761	-0,528571625392	5,022244027730
30,600000000000	0,624526684693	1,709396665443	-0,530621392811	5,020446085469
30,700000000000	0,626954954611	1,708928880184	-0,532648059863	5,018573844071
30,800000000000	0,629339380783	1,708535750766	-0,534706495414	5,016630383547
30,900000000000	0,631616751101	1,708253511567	-0,536763259750	5,014664410401
31,000000000000	0,633939539077	1,707805821803	-0,538755141921	5,012708169819
31,100000000000	0,636144478885	1,707347403931	-0,540829090373	5,010655728080
31,200000000000	0,638384733484	1,706959464667	-0,542865360902	5,008618471296
31,300000000000	0,640615932535	1,706501682061	-0,544873529123	5,006661018312
31,400000000000	0,642880326459	1,706021551013	-0,546975710923	5,004500394490
31,500000000000	0,645313414502	1,705599814282	-0,548944884297	5,002482514608
31,600000000000	0,647563129629	1,705086149866	-0,551043211693	5,000406046790
31,700000000000	0,649925926872	1,704649251808	-0,553200629273	4,998319019435
31,800000000000	0,652207164053	1,704230791977	-0,555244941398	4,996276398660
31,900000000000	0,654607810988	1,703844740665	-0,557311437967	4,994196879462
32,000000000000	0,657021434409	1,703474909996	-0,559407131496	4,992204953141
32,100000000000	0,659495700362	1,703085068515	-0,561568895604	4,990220607303
32,200000000000	0,661748932881	1,702732266684	-0,563617819329	4,988327601414
32,300000000000	0,663905451843	1,702323244321	-0,565759094181	4,986371918218
32,400000000000	0,666117940039	1,701940437140	-0,567877496426	4,984584375297
32,500000000000	0,668226616485	1,701557629960	-0,570008875092	4,982738437165
32,600000000000	0,670551396148	1,701096835212	-0,572181302951	4,980867091668
32,700000000000	0,672854301149	1,700723528441	-0,574208683602	4,979070220533
32,800000000000	0,675217690029	1,700383255393	-0,576396522819	4,977207111250
32,900000000000	0,677683219480	1,699977739314	-0,578495460372	4,975383882453
33,000000000000	0,680018984239	1,699559246721	-0,580656035959	4,973693665028
33,100000000000	0,682445423712	1,699214598206	-0,582857949816	4,971847630653
33,200000000000	0,684791998985	1,698819650934	-0,584917515187	4,970048780467
33,300000000000	0,687065208027	1,698449754735	-0,587108565693	4,968272641500
33,400000000000	0,689323114023	1,698112365360	-0,589168573911	4,966498075488
33,500000000000	0,691629681802	1,697732802313	-0,591293464268	4,964729997852
33,600000000000	0,693957223943	1,697287393093	-0,593438236819	4,962953440400
33,700000000000	0,696320086397	1,696945265520	-0,595616515905	4,961230511690
33,800000000000	0,698646708771	1,696448127390	-0,597804387793	4,959529578784
33,900000000000	0,701014914854	1,695984217003	-0,599900081146	4,957849094054
34,000000000000	0,703181985640	1,695552747902	-0,602002262705	4,956171853519
34,100000000000	0,705430159390	1,695163452473	-0,604243940870	4,954452438675
34,200000000000	0,707743215515	1,694770912917	-0,606339634195	4,952746000564
34,300000000000	0,710053027537	1,694368640975	-0,608454792155	4,951107690226
34,400000000000	0,712411501346	1,694011786833	-0,610608879394	4,949511554229
34,500000000000	0,714818636942	1,693619247278	-0,612762966622	4,947876488101
34,600000000000	0,717154401958	1,693346740480	-0,614868392233	4,946144096626
34,700000000000	0,719441505218	1,692873097712	-0,617077629266	4,944502542173
34,800000000000	0,721835664392	1,692512999444	-0,619212251823	4,942854499378
34,900000000000	0,724207114756	1,692152901177	-0,621408512407	4,941242142565
35,000000000000	0,726591541609	1,691679258411	-0,623633969947	4,939662227554
35,100000000000	0,728917574352	1,691228324546	-0,625788057118	4,938062847486
35,200000000000	0,731091133554	1,690780634810	-0,628075152674	4,936353165361
35,300000000000	0,733310110426	1,690352409846	-0,630287633754	4,934682413395
35,400000000000	0,735529087312	1,689937161396	-0,632435232682	4,932975975482
35,500000000000	0,737861608354	1,689444053864	-0,634689887136	4,931243584159
35,600000000000	0,740252523541	1,689025561287	-0,636873171223	4,929595541492
35,700000000000	0,742617485798	1,688633021739	-0,639092140478	4,927769069029
35,800000000000	0,744920809823	1,688162623108	-0,641252715795	4,925994503439
35,900000000000	0,747152763260	1,687747374662	-0,643484661459	4,924064217306
36,000000000000	0,749524213803	1,687260755390	-0,645577110509	4,922283163398
36,100000000000	0,751879443770	1,686796845018	-0,647750662227	4,920417760873
36,200000000000	0,754221697281	1,686345911161	-0,649839867152	4,918477742270
36,300000000000	0,756544486096	1,685878756662	-0,652019907065	4,916524746975
36,400000000000	0,758834833744	1,685421334550	-0,654109111972	4,914471182178
36,500000000000	0,761196552014	1,684876320970	-0,656204805085	4,912557117067
36,600000000000	0,763447970270	1,684399434088	-0,658375112648	4,910513284853
36,700000000000	0,765692900305	1,683750608400	-0,660448096994	4,908365638966
36,800000000000	0,767918365644	1,683244524365	-0,662501616689	4,906321806802
36,900000000000	0,770147075116	1,682693022532	-0,664506474772	4,904141719188
37,000000000000	0,772447155212	1,682070149876	-0,666663805872	4,901974608312
37,100000000000	0,774659644121	1,681531624559	-0,668701105007	4,899807497465
37,200000000000	0,776966212486	1,680866578236	-0,670800042165	4,897526840420
37,300000000000	0,779269536748	1,680217752557	-0,672791923787	4,895291601896
37,400000000000	0,781569616908	1,679637053575	-0,674816246470	4,892994724022
37,500000000000	0,783846988252	1,679017425053	-0,676740001832	4,890850322532
37,600000000000	0,786098406662	1,678426993689	-0,678803253781	4,888462607744
37,700000000000	0,788343336850	1,677710041319	-0,680727009128	4,886217636804
37,800000000000	0,790698567092	1,677070948032	-0,682790261060	4,883881828921
